x,t = 15s,t = 30s,t = 60s,t = 90s,t = 150s,t = 210s
0.022544,13.9946,13.8883,13.8509,13.8461,13.8454,13.8454
0.022548,13.9916,13.8853,13.8479,13.8432,13.8425,13.8425
0.022552,13.9887,13.8824,13.845,13.8403,13.8396,13.8396
0.022556,13.9857,13.8794,13.8421,13.8373,13.8366,13.8366
0.02256,13.9828,13.8765,13.8391,13.8344,13.8337,13.8337
0.022564,13.9798,13.8736,13.8362,13.8315,13.8308,13.8308
0.022568,13.9769,13.8706,13.8333,13.8285,13.8279,13.8278
0.022572,13.9739,13.8677,13.8303,13.8256,13.8249,13.8249
0.022576,13.971,13.8647,13.8274,13.8227,13.822,13.822
0.02258,13.968,13.8618,13.8245,13.8197,13.8191,13.819
0.022584,13.9651,13.8589,13.8215,13.8168,13.8161,13.8161
0.022588,13.9621,13.8559,13.8186,13.8139,13.8132,13.8132
0.022592,13.9592,13.853,13.8157,13.8109,13.8103,13.8103
0.022596,13.9563,13.85,13.8127,13.808,13.8073,13.8073
0.0226,13.9533,13.8471,13.8098,13.8051,13.8044,13.8044
0.022604,13.9504,13.8442,13.8069,13.8021,13.8015,13.8015
0.022608,13.9474,13.8412,13.804,13.7992,13.7985,13.7985
0.022612,13.9445,13.8383,13.801,13.7963,13.7956,13.7956
0.022616,13.9415,13.8353,13.7981,13.7934,13.7927,13.7927
0.02262,13.9386,13.8324,13.7952,13.7904,13.7897,13.7897
0.022624,13.9356,13.8295,13.7922,13.7875,13.7868,13.7868
0.022628,13.9327,13.8265,13.7893,13.7846,13.7839,13.7839
0.022632,13.9297,13.8236,13.7864,13.7816,13.7809,13.7809
0.022636,13.9268,13.8206,13.7834,13.7787,13.778,13.778
0.02264,13.9238,13.8177,13.7805,13.7758,13.7751,13.7751
0.022644,13.9209,13.8148,13.7776,13.7728,13.7721,13.7721
0.022648,13.9179,13.8118,13.7746,13.7699,13.7692,13.7692
0.022652,13.915,13.8089,13.7717,13.767,13.7663,13.7663
0.022656,13.912,13.8059,13.7688,13.764,13.7634,13.7633
0.02266,13.9091,13.803,13.7658,13.7611,13.7604,13.7604
0.022664,13.9061,13.8001,13.7629,13.7582,13.7575,13.7575
0.022668,13.9032,13.7971,13.7599,13.7552,13.7546,13.7545
0.022672,13.9002,13.7942,13.757,13.7523,13.7516,13.7516
0.022676,13.8973,13.7912,13.7541,13.7494,13.7487,13.7487
0.02268,13.8943,13.7883,13.7511,13.7464,13.7458,13.7457
0.022684,13.8914,13.7853,13.7482,13.7435,13.7428,13.7428
0.022688,13.8884,13.7824,13.7453,13.7406,13.7399,13.7399
0.022692,13.8855,13.7795,13.7423,13.7376,13.737,13.7369
0.022696,13.8825,13.7765,13.7394,13.7347,13.734,13.734
0.0227,13.8796,13.7736,13.7365,13.7318,13.7311,13.7311
0.022704,13.8766,13.7706,13.7335,13.7288,13.7282,13.7281
0.022708,13.8737,13.7677,13.7306,13.7259,13.7252,13.7252
0.022712,13.8707,13.7648,13.7277,13.723,13.7223,13.7223
0.022716,13.8678,13.7618,13.7247,13.72,13.7194,13.7193
0.02272,13.8648,13.7589,13.7218,13.7171,13.7164,13.7164
0.022724,13.8619,13.7559,13.7189,13.7142,13.7135,13.7135
0.022728,13.8589,13.753,13.7159,13.7112,13.7106,13.7105
0.022732,13.856,13.75,13.713,13.7083,13.7076,13.7076
0.022736,13.853,13.7471,13.7101,13.7054,13.7047,13.7047
0.02274,13.8501,13.7442,13.7071,13.7024,13.7018,13.7017
0.022744,13.8471,13.7412,13.7042,13.6995,13.6988,13.6988
0.022748,13.8442,13.7383,13.7013,13.6966,13.6959,13.6959
0.022752,13.8412,13.7353,13.6983,13.6936,13.6929,13.6929
0.022756,13.8383,13.7324,13.6954,13.6907,13.69,13.69
0.02276,13.8353,13.7295,13.6925,13.6878,13.6871,13.6871
0.022764,13.8324,13.7265,13.6895,13.6848,13.6841,13.6841
0.022768,13.8294,13.7236,13.6866,13.6819,13.6812,13.6812
0.022772,13.8265,13.7206,13.6836,13.679,13.6783,13.6783
0.022776,13.8235,13.7177,13.6807,13.676,13.6753,13.6753
0.02278,13.8206,13.7147,13.6778,13.6731,13.6724,13.6724
0.022784,13.8176,13.7118,13.6748,13.6701,13.6695,13.6695
0.022788,13.8147,13.7089,13.6719,13.6672,13.6665,13.6665
0.022792,13.8117,13.7059,13.669,13.6643,13.6636,13.6636
0.022796,13.8088,13.703,13.666,13.6613,13.6607,13.6607
0.0228,13.8058,13.7,13.6631,13.6584,13.6577,13.6577
0.022804,13.8029,13.6971,13.6602,13.6555,13.6548,13.6548
0.022808,13.7999,13.6941,13.6572,13.6525,13.6519,13.6519
0.022812,13.797,13.6912,13.6543,13.6496,13.6489,13.6489
0.022816,13.794,13.6882,13.6514,13.6467,13.646,13.646
0.02282,13.7911,13.6853,13.6484,13.6437,13.6431,13.643
0.022824,13.7881,13.6824,13.6455,13.6408,13.6401,13.6401
0.022828,13.7852,13.6794,13.6425,13.6379,13.6372,13.6372
0.022832,13.7822,13.6765,13.6396,13.6349,13.6343,13.6342
0.022836,13.7793,13.6735,13.6367,13.632,13.6313,13.6313
0.02284,13.7763,13.6706,13.6337,13.6291,13.6284,13.6284
0.022844,13.7734,13.6676,13.6308,13.6261,13.6254,13.6254
0.022848,13.7704,13.6647,13.6279,13.6232,13.6225,13.6225
0.022852,13.7675,13.6618,13.6249,13.6202,13.6196,13.6196
0.022856,13.7645,13.6588,13.622,13.6173,13.6166,13.6166
0.02286,13.7616,13.6559,13.619,13.6144,13.6137,13.6137
0.022864,13.7586,13.6529,13.6161,13.6114,13.6108,13.6108
0.022868,13.7557,13.65,13.6132,13.6085,13.6078,13.6078
0.022872,13.7527,13.647,13.6102,13.6056,13.6049,13.6049
0.022876,13.7497,13.6441,13.6073,13.6026,13.602,13.6019
0.02288,13.7468,13.6411,13.6044,13.5997,13.599,13.599
0.022884,13.7438,13.6382,13.6014,13.5968,13.5961,13.5961
0.022888,13.7409,13.6353,13.5985,13.5938,13.5931,13.5931
0.022892,13.7379,13.6323,13.5956,13.5909,13.5902,13.5902
0.022896,13.735,13.6294,13.5926,13.5879,13.5873,13.5873
0.0229,13.732,13.6264,13.5897,13.585,13.5843,13.5843
0.022904,13.7291,13.6235,13.5867,13.5821,13.5814,13.5814
0.022908,13.7261,13.6205,13.5838,13.5791,13.5785,13.5785
0.022912,13.7232,13.6176,13.5809,13.5762,13.5755,13.5755
0.022916,13.7202,13.6146,13.5779,13.5733,13.5726,13.5726
0.02292,13.7173,13.6117,13.575,13.5703,13.5697,13.5696
0.022924,13.7143,13.6087,13.572,13.5674,13.5667,13.5667
0.022928,13.7114,13.6058,13.5691,13.5644,13.5638,13.5638
0.022932,13.7084,13.6029,13.5662,13.5615,13.5608,13.5608
0.022936,13.7054,13.5999,13.5632,13.5586,13.5579,13.5579
0.02294,13.7025,13.597,13.5603,13.5556,13.555,13.555
0.022944,13.6995,13.594,13.5574,13.5527,13.552,13.552
0.022948,13.6966,13.5911,13.5544,13.5498,13.5491,13.5491
0.022952,13.6936,13.5881,13.5515,13.5468,13.5462,13.5461
0.022956,13.6907,13.5852,13.5485,13.5439,13.5432,13.5432
0.02296,13.6877,13.5822,13.5456,13.5409,13.5403,13.5403
0.022964,13.6848,13.5793,13.5427,13.538,13.5373,13.5373
0.022968,13.6818,13.5763,13.5397,13.5351,13.5344,13.5344
0.022972,13.6789,13.5734,13.5368,13.5321,13.5315,13.5315
0.022976,13.6759,13.5705,13.5338,13.5292,13.5285,13.5285
0.02298,13.6729,13.5675,13.5309,13.5263,13.5256,13.5256
0.022984,13.67,13.5646,13.528,13.5233,13.5227,13.5226
0.022988,13.667,13.5616,13.525,13.5204,13.5197,13.5197
0.022992,13.6641,13.5587,13.5221,13.5174,13.5168,13.5168
0.022996,13.6611,13.5557,13.5192,13.5145,13.5138,13.5138
0.023,13.6582,13.5528,13.5162,13.5116,13.5109,13.5109
0.023004,13.6552,13.5498,13.5133,13.5086,13.508,13.508
0.023008,13.6523,13.5469,13.5103,13.5057,13.505,13.505
0.023012,13.6493,13.5439,13.5074,13.5028,13.5021,13.5021
0.023016,13.6464,13.541,13.5045,13.4998,13.4991,13.4991
0.02302,13.6434,13.538,13.5015,13.4969,13.4962,13.4962
0.023024,13.6404,13.5351,13.4986,13.4939,13.4933,13.4933
0.023028,13.6375,13.5321,13.4956,13.491,13.4903,13.4903
0.023032,13.6345,13.5292,13.4927,13.4881,13.4874,13.4874
0.023036,13.6316,13.5263,13.4898,13.4851,13.4845,13.4844
0.02304,13.6286,13.5233,13.4868,13.4822,13.4815,13.4815
0.023044,13.6257,13.5204,13.4839,13.4792,13.4786,13.4786
0.023048,13.6227,13.5174,13.4809,13.4763,13.4756,13.4756
0.023052,13.6198,13.5145,13.478,13.4734,13.4727,13.4727
0.023056,13.6168,13.5115,13.4751,13.4704,13.4698,13.4697
0.02306,13.6138,13.5086,13.4721,13.4675,13.4668,13.4668
0.023064,13.6109,13.5056,13.4692,13.4645,13.4639,13.4639
0.023068,13.6079,13.5027,13.4662,13.4616,13.4609,13.4609
0.023072,13.605,13.4997,13.4633,13.4587,13.458,13.458
0.023076,13.602,13.4968,13.4603,13.4557,13.4551,13.455
0.02308,13.5991,13.4938,13.4574,13.4528,13.4521,13.4521
0.023084,13.5961,13.4909,13.4545,13.4498,13.4492,13.4492
0.023088,13.5931,13.4879,13.4515,13.4469,13.4462,13.4462
0.023092,13.5902,13.485,13.4486,13.444,13.4433,13.4433
0.023096,13.5872,13.482,13.4456,13.441,13.4404,13.4403
0.0231,13.5843,13.4791,13.4427,13.4381,13.4374,13.4374
0.023104,13.5813,13.4761,13.4398,13.4351,13.4345,13.4345
0.023108,13.5784,13.4732,13.4368,13.4322,13.4315,13.4315
0.023112,13.5754,13.4702,13.4339,13.4293,13.4286,13.4286
0.023116,13.5724,13.4673,13.4309,13.4263,13.4257,13.4256
0.02312,13.5695,13.4643,13.428,13.4234,13.4227,13.4227
0.023124,13.5665,13.4614,13.4251,13.4204,13.4198,13.4198
0.023128,13.5636,13.4584,13.4221,13.4175,13.4168,13.4168
0.023132,13.5606,13.4555,13.4192,13.4146,13.4139,13.4139
0.023136,13.5577,13.4525,13.4162,13.4116,13.411,13.4109
0.02314,13.5547,13.4496,13.4133,13.4087,13.408,13.408
0.023144,13.5517,13.4466,13.4103,13.4057,13.4051,13.4051
0.023148,13.5488,13.4437,13.4074,13.4028,13.4021,13.4021
0.023152,13.5458,13.4408,13.4045,13.3999,13.3992,13.3992
0.023156,13.5429,13.4378,13.4015,13.3969,13.3963,13.3962
0.02316,13.5399,13.4349,13.3986,13.394,13.3933,13.3933
0.023164,13.5369,13.4319,13.3956,13.391,13.3904,13.3904
0.023168,13.534,13.429,13.3927,13.3881,13.3874,13.3874
0.023172,13.531,13.426,13.3898,13.3851,13.3845,13.3845
0.023176,13.5281,13.4231,13.3868,13.3822,13.3815,13.3815
0.02318,13.5251,13.4201,13.3839,13.3793,13.3786,13.3786
0.023184,13.5222,13.4172,13.3809,13.3763,13.3757,13.3757
0.023188,13.5192,13.4142,13.378,13.3734,13.3727,13.3727
0.023192,13.5162,13.4113,13.375,13.3704,13.3698,13.3698
0.023196,13.5133,13.4083,13.3721,13.3675,13.3668,13.3668
0.0232,13.5103,13.4054,13.3692,13.3646,13.3639,13.3639
0.023204,13.5074,13.4024,13.3662,13.3616,13.361,13.3609
0.023208,13.5044,13.3995,13.3633,13.3587,13.358,13.358
0.023212,13.5014,13.3965,13.3603,13.3557,13.3551,13.3551
0.023216,13.4985,13.3936,13.3574,13.3528,13.3521,13.3521
0.02322,13.4955,13.3906,13.3544,13.3498,13.3492,13.3492
0.023224,13.4926,13.3877,13.3515,13.3469,13.3462,13.3462
0.023228,13.4896,13.3847,13.3486,13.344,13.3433,13.3433
0.023232,13.4866,13.3817,13.3456,13.341,13.3404,13.3403
0.023236,13.4837,13.3788,13.3427,13.3381,13.3374,13.3374
0.02324,13.4807,13.3758,13.3397,13.3351,13.3345,13.3345
0.023244,13.4778,13.3729,13.3368,13.3322,13.3315,13.3315
0.023248,13.4748,13.3699,13.3338,13.3292,13.3286,13.3286
0.023252,13.4718,13.367,13.3309,13.3263,13.3256,13.3256
0.023256,13.4689,13.364,13.3279,13.3234,13.3227,13.3227
0.02326,13.4659,13.3611,13.325,13.3204,13.3198,13.3198
0.023264,13.463,13.3581,13.3221,13.3175,13.3168,13.3168
0.023268,13.46,13.3552,13.3191,13.3145,13.3139,13.3139
0.023272,13.457,13.3522,13.3162,13.3116,13.3109,13.3109
0.023276,13.4541,13.3493,13.3132,13.3086,13.308,13.308
0.02328,13.4511,13.3463,13.3103,13.3057,13.305,13.305
0.023284,13.4482,13.3434,13.3073,13.3028,13.3021,13.3021
0.023288,13.4452,13.3404,13.3044,13.2998,13.2992,13.2991
0.023292,13.4422,13.3375,13.3014,13.2969,13.2962,13.2962
0.023296,13.4393,13.3345,13.2985,13.2939,13.2933,13.2933
0.0233,13.4363,13.3316,13.2956,13.291,13.2903,13.2903
0.023304,13.4334,13.3286,13.2926,13.288,13.2874,13.2874
0.023308,13.4304,13.3257,13.2897,13.2851,13.2844,13.2844
0.023312,13.4274,13.3227,13.2867,13.2822,13.2815,13.2815
0.023316,13.4245,13.3198,13.2838,13.2792,13.2786,13.2785
0.02332,13.4215,13.3168,13.2808,13.2763,13.2756,13.2756
0.023324,13.4185,13.3139,13.2779,13.2733,13.2727,13.2727
0.023328,13.4156,13.3109,13.2749,13.2704,13.2697,13.2697
0.023332,13.4126,13.308,13.272,13.2674,13.2668,13.2668
0.023336,13.4097,13.305,13.2691,13.2645,13.2638,13.2638
0.02334,13.4067,13.3021,13.2661,13.2615,13.2609,13.2609
0.023344,13.4037,13.2991,13.2632,13.2586,13.2579,13.2579
0.023348,13.4008,13.2961,13.2602,13.2557,13.255,13.255
0.023352,13.3978,13.2932,13.2573,13.2527,13.2521,13.252
0.023356,13.3949,13.2902,13.2543,13.2498,13.2491,13.2491
0.02336,13.3919,13.2873,13.2514,13.2468,13.2462,13.2462
0.023364,13.3889,13.2843,13.2484,13.2439,13.2432,13.2432
0.023368,13.386,13.2814,13.2455,13.2409,13.2403,13.2403
0.023372,13.383,13.2784,13.2425,13.238,13.2373,13.2373
0.023376,13.38,13.2755,13.2396,13.235,13.2344,13.2344
0.02338,13.3771,13.2725,13.2367,13.2321,13.2314,13.2314
0.023384,13.3741,13.2696,13.2337,13.2292,13.2285,13.2285
0.023388,13.3712,13.2666,13.2308,13.2262,13.2256,13.2255
0.023392,13.3682,13.2637,13.2278,13.2233,13.2226,13.2226
0.023396,13.3652,13.2607,13.2249,13.2203,13.2197,13.2197
0.0234,13.3623,13.2578,13.2219,13.2174,13.2167,13.2167
0.023404,13.3593,13.2548,13.219,13.2144,13.2138,13.2138
0.023408,13.3563,13.2518,13.216,13.2115,13.2108,13.2108
0.023412,13.3534,13.2489,13.2131,13.2085,13.2079,13.2079
0.023416,13.3504,13.2459,13.2101,13.2056,13.2049,13.2049
0.02342,13.3474,13.243,13.2072,13.2026,13.202,13.202
0.023424,13.3445,13.24,13.2042,13.1997,13.199,13.199
0.023428,13.3415,13.2371,13.2013,13.1968,13.1961,13.1961
0.023432,13.3386,13.2341,13.1983,13.1938,13.1932,13.1931
0.023436,13.3356,13.2312,13.1954,13.1909,13.1902,13.1902
0.02344,13.3326,13.2282,13.1925,13.1879,13.1873,13.1872
0.023444,13.3297,13.2253,13.1895,13.185,13.1843,13.1843
0.023448,13.3267,13.2223,13.1866,13.182,13.1814,13.1814
0.023452,13.3237,13.2194,13.1836,13.1791,13.1784,13.1784
0.023456,13.3208,13.2164,13.1807,13.1761,13.1755,13.1755
0.02346,13.3178,13.2134,13.1777,13.1732,13.1725,13.1725
0.023464,13.3148,13.2105,13.1748,13.1702,13.1696,13.1696
0.023468,13.3119,13.2075,13.1718,13.1673,13.1666,13.1666
0.023472,13.3089,13.2046,13.1689,13.1643,13.1637,13.1637
0.023476,13.306,13.2016,13.1659,13.1614,13.1607,13.1607
0.02348,13.303,13.1987,13.163,13.1584,13.1578,13.1578
0.023484,13.3,13.1957,13.16,13.1555,13.1548,13.1548
0.023488,13.2971,13.1928,13.1571,13.1526,13.1519,13.1519
0.023492,13.2941,13.1898,13.1541,13.1496,13.149,13.1489
0.023496,13.2911,13.1868,13.1512,13.1467,13.146,13.146
0.0235,13.2882,13.1839,13.1482,13.1437,13.1431,13.1431
0.023504,13.2852,13.1809,13.1453,13.1408,13.1401,13.1401
0.023508,13.2822,13.178,13.1423,13.1378,13.1372,13.1372
0.023512,13.2793,13.175,13.1394,13.1349,13.1342,13.1342
0.023516,13.2763,13.1721,13.1364,13.1319,13.1313,13.1313
0.02352,13.2733,13.1691,13.1335,13.129,13.1283,13.1283
0.023524,13.2704,13.1662,13.1305,13.126,13.1254,13.1254
0.023528,13.2674,13.1632,13.1276,13.1231,13.1224,13.1224
0.023532,13.2644,13.1602,13.1246,13.1201,13.1195,13.1195
0.023536,13.2615,13.1573,13.1217,13.1172,13.1165,13.1165
0.02354,13.2585,13.1543,13.1188,13.1142,13.1136,13.1136
0.023544,13.2555,13.1514,13.1158,13.1113,13.1106,13.1106
0.023548,13.2526,13.1484,13.1129,13.1083,13.1077,13.1077
0.023552,13.2496,13.1455,13.1099,13.1054,13.1047,13.1047
0.023556,13.2466,13.1425,13.107,13.1024,13.1018,13.1018
0.02356,13.2437,13.1395,13.104,13.0995,13.0988,13.0988
0.023564,13.2407,13.1366,13.1011,13.0965,13.0959,13.0959
0.023568,13.2377,13.1336,13.0981,13.0936,13.0929,13.0929
0.023572,13.2348,13.1307,13.0952,13.0906,13.09,13.09
0.023576,13.2318,13.1277,13.0922,13.0877,13.0871,13.087
0.02358,13.2288,13.1248,13.0893,13.0848,13.0841,13.0841
0.023584,13.2259,13.1218,13.0863,13.0818,13.0812,13.0811
0.023588,13.2229,13.1188,13.0834,13.0789,13.0782,13.0782
0.023592,13.2199,13.1159,13.0804,13.0759,13.0753,13.0752
0.023596,13.217,13.1129,13.0775,13.073,13.0723,13.0723
0.0236,13.214,13.11,13.0745,13.07,13.0694,13.0693
0.023604,13.211,13.107,13.0716,13.0671,13.0664,13.0664
0.023608,13.2081,13.1041,13.0686,13.0641,13.0635,13.0635
0.023612,13.2051,13.1011,13.0657,13.0612,13.0605,13.0605
0.023616,13.2021,13.0981,13.0627,13.0582,13.0576,13.0576
0.02362,13.1992,13.0952,13.0598,13.0553,13.0546,13.0546
0.023624,13.1962,13.0922,13.0568,13.0523,13.0517,13.0517
0.023628,13.1932,13.0893,13.0539,13.0494,13.0487,13.0487
0.023632,13.1903,13.0863,13.0509,13.0464,13.0458,13.0458
0.023636,13.1873,13.0834,13.048,13.0435,13.0428,13.0428
0.02364,13.1843,13.0804,13.045,13.0405,13.0399,13.0399
0.023644,13.1814,13.0774,13.0421,13.0376,13.0369,13.0369
0.023648,13.1784,13.0745,13.0391,13.0346,13.034,13.034
0.023652,13.1754,13.0715,13.0362,13.0317,13.031,13.031
0.023656,13.1725,13.0686,13.0332,13.0287,13.0281,13.0281
0.02366,13.1695,13.0656,13.0303,13.0258,13.0251,13.0251
0.023664,13.1665,13.0626,13.0273,13.0228,13.0222,13.0222
0.023668,13.1636,13.0597,13.0243,13.0199,13.0192,13.0192
0.023672,13.1606,13.0567,13.0214,13.0169,13.0163,13.0163
0.023676,13.1576,13.0538,13.0184,13.014,13.0133,13.0133
0.02368,13.1546,13.0508,13.0155,13.011,13.0104,13.0104
0.023684,13.1517,13.0479,13.0125,13.0081,13.0074,13.0074
0.023688,13.1487,13.0449,13.0096,13.0051,13.0045,13.0045
0.023692,13.1457,13.0419,13.0066,13.0022,13.0015,13.0015
0.023696,13.1428,13.039,13.0037,12.9992,12.9986,12.9986
0.0237,13.1398,13.036,13.0007,12.9963,12.9956,12.9956
0.023704,13.1368,13.0331,12.9978,12.9933,12.9927,12.9927
0.023708,13.1339,13.0301,12.9948,12.9904,12.9897,12.9897
0.023712,13.1309,13.0271,12.9919,12.9874,12.9868,12.9867
0.023716,13.1279,13.0242,12.9889,12.9845,12.9838,12.9838
0.02372,13.125,13.0212,12.986,12.9815,12.9809,12.9808
0.023724,13.122,13.0183,12.983,12.9785,12.9779,12.9779
0.023728,13.119,13.0153,12.9801,12.9756,12.975,12.9749
0.023732,13.116,13.0123,12.9771,12.9726,12.972,12.972
0.023736,13.1131,13.0094,12.9742,12.9697,12.9691,12.969
0.02374,13.1101,13.0064,12.9712,12.9667,12.9661,12.9661
0.023744,13.1071,13.0035,12.9683,12.9638,12.9631,12.9631
0.023748,13.1042,13.0005,12.9653,12.9608,12.9602,12.9602
0.023752,13.1012,12.9975,12.9624,12.9579,12.9572,12.9572
0.023756,13.0982,12.9946,12.9594,12.9549,12.9543,12.9543
0.02376,13.0953,12.9916,12.9564,12.952,12.9513,12.9513
0.023764,13.0923,12.9887,12.9535,12.949,12.9484,12.9484
0.023768,13.0893,12.9857,12.9505,12.9461,12.9454,12.9454
0.023772,13.0863,12.9827,12.9476,12.9431,12.9425,12.9425
0.023776,13.0834,12.9798,12.9446,12.9402,12.9395,12.9395
0.02378,13.0804,12.9768,12.9417,12.9372,12.9366,12.9366
0.023784,13.0774,12.9739,12.9387,12.9343,12.9336,12.9336
0.023788,13.0745,12.9709,12.9358,12.9313,12.9307,12.9307
0.023792,13.0715,12.9679,12.9328,12.9284,12.9277,12.9277
0.023796,13.0685,12.965,12.9299,12.9254,12.9248,12.9248
0.0238,13.0655,12.962,12.9269,12.9225,12.9218,12.9218
0.023804,13.0626,12.959,12.924,12.9195,12.9189,12.9189
0.023808,13.0596,12.9561,12.921,12.9166,12.9159,12.9159
0.023812,13.0566,12.9531,12.9181,12.9136,12.913,12.913
0.023816,13.0537,12.9502,12.9151,12.9106,12.91,12.91
0.02382,13.0507,12.9472,12.9121,12.9077,12.9071,12.907
0.023824,13.0477,12.9442,12.9092,12.9047,12.9041,12.9041
0.023828,13.0447,12.9413,12.9062,12.9018,12.9011,12.9011
0.023832,13.0418,12.9383,12.9033,12.8988,12.8982,12.8982
0.023836,13.0388,12.9354,12.9003,12.8959,12.8952,12.8952
0.02384,13.0358,12.9324,12.8974,12.8929,12.8923,12.8923
0.023844,13.0329,12.9294,12.8944,12.89,12.8893,12.8893
0.023848,13.0299,12.9265,12.8915,12.887,12.8864,12.8864
0.023852,13.0269,12.9235,12.8885,12.8841,12.8834,12.8834
0.023856,13.0239,12.9205,12.8856,12.8811,12.8805,12.8805
0.02386,13.021,12.9176,12.8826,12.8782,12.8775,12.8775
0.023864,13.018,12.9146,12.8796,12.8752,12.8746,12.8746
0.023868,13.015,12.9117,12.8767,12.8723,12.8716,12.8716
0.023872,13.012,12.9087,12.8737,12.8693,12.8687,12.8686
0.023876,13.0091,12.9057,12.8708,12.8663,12.8657,12.8657
0.02388,13.0061,12.9028,12.8678,12.8634,12.8628,12.8627
0.023884,13.0031,12.8998,12.8649,12.8604,12.8598,12.8598
0.023888,13.0002,12.8968,12.8619,12.8575,12.8568,12.8568
0.023892,12.9972,12.8939,12.859,12.8545,12.8539,12.8539
0.023896,12.9942,12.8909,12.856,12.8516,12.8509,12.8509
0.0239,12.9912,12.888,12.853,12.8486,12.848,12.848
0.023904,12.9883,12.885,12.8501,12.8457,12.845,12.845
0.023908,12.9853,12.882,12.8471,12.8427,12.8421,12.8421
0.023912,12.9823,12.8791,12.8442,12.8398,12.8391,12.8391
0.023916,12.9793,12.8761,12.8412,12.8368,12.8362,12.8362
0.02392,12.9764,12.8731,12.8383,12.8338,12.8332,12.8332
0.023924,12.9734,12.8702,12.8353,12.8309,12.8303,12.8302
0.023928,12.9704,12.8672,12.8324,12.8279,12.8273,12.8273
0.023932,12.9674,12.8643,12.8294,12.825,12.8243,12.8243
0.023936,12.9645,12.8613,12.8264,12.822,12.8214,12.8214
0.02394,12.9615,12.8583,12.8235,12.8191,12.8184,12.8184
0.023944,12.9585,12.8554,12.8205,12.8161,12.8155,12.8155
0.023948,12.9555,12.8524,12.8176,12.8132,12.8125,12.8125
0.023952,12.9526,12.8494,12.8146,12.8102,12.8096,12.8096
0.023956,12.9496,12.8465,12.8117,12.8072,12.8066,12.8066
0.02396,12.9466,12.8435,12.8087,12.8043,12.8037,12.8036
0.023964,12.9436,12.8405,12.8057,12.8013,12.8007,12.8007
0.023968,12.9407,12.8376,12.8028,12.7984,12.7977,12.7977
0.023972,12.9377,12.8346,12.7998,12.7954,12.7948,12.7948
0.023976,12.9347,12.8316,12.7969,12.7925,12.7918,12.7918
0.02398,12.9317,12.8287,12.7939,12.7895,12.7889,12.7889
0.023984,12.9288,12.8257,12.791,12.7866,12.7859,12.7859
0.023988,12.9258,12.8228,12.788,12.7836,12.783,12.783
0.023992,12.9228,12.8198,12.785,12.7806,12.78,12.78
0.023996,12.9198,12.8168,12.7821,12.7777,12.777,12.777
0.024,12.9169,12.8139,12.7791,12.7747,12.7741,12.7741
0.024004,12.9139,12.8109,12.7762,12.7718,12.7711,12.7711
0.024008,12.9109,12.8079,12.7732,12.7688,12.7682,12.7682
0.024012,12.9079,12.805,12.7703,12.7659,12.7652,12.7652
0.024016,12.905,12.802,12.7673,12.7629,12.7623,12.7623
0.02402,12.902,12.799,12.7643,12.7599,12.7593,12.7593
0.024024,12.899,12.7961,12.7614,12.757,12.7564,12.7563
0.024028,12.896,12.7931,12.7584,12.754,12.7534,12.7534
0.024032,12.8931,12.7901,12.7555,12.7511,12.7504,12.7504
0.024036,12.8901,12.7872,12.7525,12.7481,12.7475,12.7475
0.02404,12.8871,12.7842,12.7496,12.7452,12.7445,12.7445
0.024044,12.8841,12.7812,12.7466,12.7422,12.7416,12.7416
0.024048,12.8812,12.7783,12.7436,12.7392,12.7386,12.7386
0.024052,12.8782,12.7753,12.7407,12.7363,12.7357,12.7356
0.024056,12.8752,12.7723,12.7377,12.7333,12.7327,12.7327
0.02406,12.8722,12.7694,12.7348,12.7304,12.7297,12.7297
0.024064,12.8692,12.7664,12.7318,12.7274,12.7268,12.7268
0.024068,12.8663,12.7634,12.7288,12.7245,12.7238,12.7238
0.024072,12.8633,12.7605,12.7259,12.7215,12.7209,12.7209
0.024076,12.8603,12.7575,12.7229,12.7185,12.7179,12.7179
0.02408,12.8573,12.7545,12.72,12.7156,12.7149,12.7149
0.024084,12.8544,12.7516,12.717,12.7126,12.712,12.712
0.024088,12.8514,12.7486,12.714,12.7097,12.709,12.709
0.024092,12.8484,12.7456,12.7111,12.7067,12.7061,12.7061
0.024096,12.8454,12.7427,12.7081,12.7037,12.7031,12.7031
0.0241,12.8425,12.7397,12.7052,12.7008,12.7002,12.7001
0.024104,12.8395,12.7367,12.7022,12.6978,12.6972,12.6972
0.024108,12.8365,12.7338,12.6993,12.6949,12.6942,12.6942
0.024112,12.8335,12.7308,12.6963,12.6919,12.6913,12.6913
0.024116,12.8305,12.7278,12.6933,12.689,12.6883,12.6883
0.02412,12.8276,12.7249,12.6904,12.686,12.6854,12.6854
0.024124,12.8246,12.7219,12.6874,12.683,12.6824,12.6824
0.024128,12.8216,12.7189,12.6845,12.6801,12.6794,12.6794
0.024132,12.8186,12.716,12.6815,12.6771,12.6765,12.6765
0.024136,12.8156,12.713,12.6785,12.6742,12.6735,12.6735
0.02414,12.8127,12.71,12.6756,12.6712,12.6706,12.6706
0.024144,12.8097,12.7071,12.6726,12.6682,12.6676,12.6676
0.024148,12.8067,12.7041,12.6697,12.6653,12.6647,12.6646
0.024152,12.8037,12.7011,12.6667,12.6623,12.6617,12.6617
0.024156,12.8008,12.6982,12.6637,12.6594,12.6587,12.6587
0.02416,12.7978,12.6952,12.6608,12.6564,12.6558,12.6558
